activation,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,dynamic_gamma,trainable_beta,seconds
silu,1,13,2.2971982508765327,0.5203555555555556,2.5447463024139405,0.4598,8.190142503906799e-05,,,9.082117977999928
silu,1,14,2.251960738076104,0.5325111111111112,2.5216705028533934,0.4676,6.183221215612905e-05,,,8.483764146999988
silu,1,15,2.204572750854492,0.5484222222222223,2.510406425666809,0.4686,4.393398282201788e-05,,,8.652752880000094
silu,1,16,2.16706619076199,0.5622666666666667,2.489456572723389,0.4748,2.86474508437579e-05,,,8.710388319999993
silu,1,17,2.132993861219618,0.5713777777777778,2.4806996536254884,0.4788,1.6349021371744834e-05,,,8.648925028000122
silu,1,18,2.1142573978000216,0.5763111111111111,2.474851862335205,0.4802,7.341522555726972e-06,,,8.672045881999793
silu,1,19,2.101180262205336,0.5827111111111111,2.4744821907043457,0.479,1.8467489107293517e-06,,,8.471071488000007
silu,1,20,2.0934816343095566,0.5854888888888888,2.4751193056106566,0.482,0.0,,,9.460192667000001
gelu,1,1,4.073644985707601,0.09735555555555556,3.7372780502319336,0.1654,0.00029815325108927063,,,8.551788803999898
gelu,1,2,3.5270840437147353,0.2054888888888889,3.3864167961120604,0.229,0.00029265847744427303,,,8.883652115999894
gelu,1,3,3.233257184516059,0.27084444444444444,3.156004670715332,0.2826,0.0002836509786282552,,,8.408813413999951
gelu,1,4,3.043344376627604,0.3154888888888889,2.9812301181793215,0.3294,0.0002713525491562421,,,8.720201678999956
gelu,1,5,2.888536634741889,0.3589111111111111,2.893919571685791,0.3542,0.0002560660171779821,,,8.384650402000034
gelu,1,6,2.75941480017768,0.39144444444444443,2.7943997817993163,0.3904,0.000238167787843871,,,8.8812700819999
gelu,1,7,2.651302028444078,0.4225333333333333,2.7270334922790527,0.4016,0.00021809857496093204,,,9.338270275000013
gelu,1,8,2.5544600632985435,0.4448888888888889,2.6434340644836425,0.4224,0.00019635254915624216,,,8.668396081999845
gelu,1,9,2.4582325834062364,0.4716888888888889,2.6045564025878907,0.4394,0.00017346516975603468,,,8.570318299999826
gelu,1,10,2.3697589729732935,0.4975777777777778,2.5765145717620848,0.4542,0.00015000000000000001,,,9.315355969999928
gelu,1,11,2.3012220333947075,0.5159777777777778,2.529942827606201,0.4618,0.0001265348302439654,,,8.558206718000065
gelu,1,12,2.229900469462077,0.5393333333333333,2.5107406673431396,0.4678,0.0001036474508437579,,,8.651923411000098
gelu,1,13,2.1662262669881187,0.5571555555555555,2.4912600496292114,0.4768,8.190142503906799e-05,,,8.548327043999961
gelu,1,14,2.1104934859805637,0.5748666666666666,2.4713200466156007,0.4892,6.183221215612905e-05,,,8.495195427999988
gelu,1,15,2.0626560569763184,0.5916222222222223,2.4600981922149656,0.4958,4.393398282201788e-05,,,8.806417120999868
gelu,1,16,2.019678150261773,0.6052444444444445,2.44812513923645,0.4918,2.86474508437579e-05,,,8.546511406000036
gelu,1,17,1.9851971979353162,0.6174444444444445,2.44400013256073,0.4972,1.6349021371744834e-05,,,8.507038545000114
gelu,1,18,1.965347205819024,0.6235333333333334,2.436473303222656,0.497,7.341522555726972e-06,,,8.673069896999777
gelu,1,19,1.9490030347188314,0.6302222222222222,2.4387679573059082,0.4984,1.8467489107293517e-06,,,8.43946661200016
gelu,1,20,1.9438938867357043,0.6320444444444444,2.437370895385742,0.4972,0.0,,,8.55197359900012
dgelu,1,1,4.130311193211873,0.08606666666666667,3.8459297832489012,0.1408,0.00029815325108927063,1.0,,19.585688279000124
dgelu,1,2,3.6472027435302734,0.18222222222222223,3.4895139488220215,0.2058,0.00029265847744427303,0.9473684210526316,,19.429324463000057
dgelu,1,3,3.3515344788445365,0.24586666666666668,3.2888929233551027,0.25,0.0002836509786282552,0.8947368421052632,,19.537442916999908
dgelu,1,4,3.1681303734673394,0.2870666666666667,3.0978488510131834,0.3,0.0002713525491562421,0.8421052631578947,,19.386012744000027
dgelu,1,5,3.007264151594374,0.3273111111111111,3.0029919830322265,0.3256,0.0002560660171779821,0.7894736842105263,,19.51440526600004
dgelu,1,6,2.874474005762736,0.36335555555555554,2.892021185302734,0.3552,0.000238167787843871,0.736842105263158,,19.565114661000052
dgelu,1,7,2.761043386586507,0.3895111111111111,2.8104130786895754,0.3742,0.00021809857496093204,0.6842105263157895,,19.506635691000156
dgelu,1,8,2.658585913933648,0.4188,2.7338405456542967,0.3982,0.00019635254915624216,0.631578947368421,,19.62842948499997
dgelu,1,9,2.5582230923546687,0.44335555555555556,2.6681602405548097,0.4148,0.00017346516975603468,0.5789473684210527,,19.32369843599986
dgelu,1,10,2.4737415533277725,0.4686222222222222,2.648099230003357,0.4266,0.00015000000000000001,0.5263157894736843,,19.43391141799998
dgelu,1,11,2.398040927802192,0.48873333333333335,2.6018588348388674,0.4402,0.0001265348302439654,0.4736842105263158,,19.45456345399998
dgelu,1,12,2.328285415946113,0.5094,2.585597527694702,0.4414,0.0001036474508437579,0.42105263157894735,,19.4153871420001
dgelu,1,13,2.26442067044576,0.5293333333333333,2.5618507446289063,0.4524,8.190142503906799e-05,0.368421052631579,,19.310726122999995
dgelu,1,14,2.2133060061984593,0.5426444444444445,2.5364114280700685,0.4654,6.183221215612905e-05,0.3157894736842105,,19.448598832000016
dgelu,1,15,2.1647485443115233,0.5612444444444444,2.534654274749756,0.4698,4.393398282201788e-05,0.26315789473684215,,19.447443069999963
dgelu,1,16,2.122825691625807,0.5744444444444444,2.51829447517395,0.4666,2.86474508437579e-05,0.21052631578947367,,19.330977858000097
dgelu,1,17,2.0872624558342827,0.5849555555555556,2.508427921104431,0.4756,1.6349021371744834e-05,0.1578947368421053,,19.38726822800004
dgelu,1,18,2.068809597629971,0.5904222222222222,2.504349440383911,0.477,7.341522555726972e-06,0.10526315789473684,,19.451512889000014
dgelu,1,19,2.056008758799235,0.5935111111111111,2.5047156274795532,0.4746,1.8467489107293517e-06,0.052631578947368474,,19.373563171999876
dgelu,1,20,2.0517031278822158,0.5993111111111111,2.5101255958557127,0.475,0.0,0.0,,19.442160649000016
uelu,1,1,4.059729750145806,0.10046666666666666,3.700178129577637,0.1724,0.00029815325108927063,,,11.465171077999912
uelu,1,2,3.49873920050727,0.2104,3.386071453094482,0.2326,0.00029265847744427303,,,11.272562579999885
uelu,1,3,3.215184492746989,0.2741777777777778,3.131971268463135,0.2928,0.0002836509786282552,,,11.352055369999789
uelu,1,4,3.0249575280931262,0.32004444444444446,2.9613313442230225,0.334,0.0002713525491562421,,,11.244655390999924
uelu,1,5,2.870763372378879,0.36095555555555553,2.8852161975860597,0.3602,0.0002560660171779821,,,11.332516498000132
uelu,1,6,2.739023606024848,0.39626666666666666,2.7846798263549806,0.3854,0.000238167787843871,,,11.315057558000035
uelu,1,7,2.6301322047339544,0.42617777777777777,2.704276309967041,0.4082,0.00021809857496093204,,,11.386610822999955
uelu,1,8,2.5280923657311334,0.45053333333333334,2.6257224853515626,0.43,0.00019635254915624216,,,11.33598804799999
uelu,1,9,2.433033447435167,0.47813333333333335,2.5897807279586793,0.4406,0.00017346516975603468,,,11.294377495999925
uelu,1,10,2.3446951888190375,0.5054444444444445,2.567528450012207,0.4494,0.00015000000000000001,,,11.356973995999851
uelu,1,11,2.2726496414608426,0.5214888888888889,2.5161107988357543,0.4648,0.0001265348302439654,,,11.326990401000103
uelu,1,12,2.2023114601135254,0.5457111111111111,2.5031551536560057,0.471,0.0001036474508437579,,,11.411683116999939
uelu,1,13,2.137616889360216,0.5673111111111111,2.4858734420776365,0.4734,8.190142503906799e-05,,,11.357015960999888
uelu,1,14,2.0822761206732854,0.5842222222222222,2.465298346710205,0.48,6.183221215612905e-05,,,11.358524179000142
uelu,1,15,2.032218747033013,0.6006,2.4567870056152343,0.4852,4.393398282201788e-05,,,11.337034662000178
uelu,1,16,1.9887670799467299,0.6147333333333334,2.452039415550232,0.4848,2.86474508437579e-05,,,11.364786936999963
uelu,1,17,1.9534483570098877,0.6260666666666667,2.4403554353713988,0.4918,1.6349021371744834e-05,,,11.374084191999827
uelu,1,18,1.9314540896097818,0.6338444444444444,2.436764500808716,0.496,7.341522555726972e-06,,,11.313348572999985
uelu,1,19,1.9149997959984673,0.6422222222222222,2.4373217025756837,0.4948,1.8467489107293517e-06,,,11.320024563999823
uelu,1,20,1.9098542545742458,0.6448222222222222,2.4366651721954344,0.494,0.0,,,11.589951294999992
uelu3,1,1,4.126179982164171,0.08786666666666666,3.8382365734100343,0.1438,0.00029815325108927063,,,11.727975969999989
uelu3,1,2,3.6380183862898083,0.18435555555555555,3.478156589126587,0.2038,0.00029265847744427303,,,11.703794443000106
uelu3,1,3,3.3405638629489474,0.2477777777777778,3.278823952102661,0.2534,0.0002836509786282552,,,11.335258099999919
uelu3,1,4,3.1565790870666506,0.2918,3.086862973403931,0.3034,0.0002713525491562421,,,11.439099240999894
uelu3,1,5,3.0018945476955836,0.3292888888888889,2.9939598358154296,0.3294,0.0002560660171779821,,,11.561934732000054
uelu3,1,6,2.877709378390842,0.36006666666666665,2.9026275959014893,0.3546,0.000238167787843871,,,11.39325100200017
uelu3,1,7,2.7690184651692706,0.3897555555555556,2.80902225189209,0.3792,0.00021809857496093204,,,11.349247590999994
uelu3,1,8,2.673257914903429,0.4137111111111111,2.7463671855926512,0.3932,0.00019635254915624216,,,11.32239437699991
uelu3,1,9,2.5805944996303984,0.4384,2.687088239097595,0.4048,0.00017346516975603468,,,11.374715229000003
uelu3,1,10,2.5005921504974364,0.46273333333333333,2.6708941493988037,0.4192,0.00015000000000000001,,,11.405064280000033
uelu3,1,11,2.428729420937432,0.48004444444444444,2.6254008934021,0.4292,0.0001265348302439654,,,11.373243215999992
uelu3,1,12,2.361788769785563,0.5018222222222222,2.5957450607299806,0.4444,0.0001036474508437579,,,11.537422085999879
uelu3,1,13,2.3012292327457002,0.5186888888888889,2.575866611099243,0.451,8.190142503906799e-05,,,11.678789796000046
uelu3,1,14,2.252885029051039,0.5330444444444444,2.554901976394653,0.4568,6.183221215612905e-05,,,11.513710445000015
uelu3,1,15,2.206581764984131,0.5474444444444444,2.548555561065674,0.4628,4.393398282201788e-05,,,11.512766906000024
uelu3,1,16,2.169188019858466,0.5584444444444444,2.525634387397766,0.4642,2.86474508437579e-05,,,11.382805107000195
uelu3,1,17,2.134093173980713,0.5706222222222223,2.522256497192383,0.4658,1.6349021371744834e-05,,,11.340844920000109
uelu3,1,18,2.117322566562229,0.5743555555555555,2.5150837539672852,0.4692,7.341522555726972e-06,,,11.505971651999971
uelu3,1,19,2.1008198489930896,0.5818222222222222,2.512771445465088,0.4704,1.8467489107293517e-06,,,11.308387731000039
uelu3,1,20,2.0945475023057725,0.5851111111111111,2.5146750967025757,0.47,0.0,,,11.390930032999677
tuelu,1,1,4.059568427234225,0.10033333333333333,3.6996755981445313,0.1736,0.00029815325108927063,,1.0303527116775513,13.451233209999828
tuelu,1,2,3.4978323854234485,0.21031111111111112,3.3826313930511476,0.2326,0.00029265847744427303,,1.0499788522720337,13.48728601799985
tuelu,1,3,3.2129723368326824,0.2753333333333333,3.128748468399048,0.2926,0.0002836509786282552,,1.0677846670150757,13.426794917999814
tuelu,1,4,3.021910140652127,0.3208666666666667,2.9578916770935058,0.3364,0.0002713525491562421,,1.0820931196212769,13.57150262999994
tuelu,1,5,2.8669840600331624,0.36162222222222223,2.8790148937225344,0.3596,0.0002560660171779821,,1.0948985815048218,13.480557566000243
tuelu,1,6,2.734880235036214,0.39724444444444446,2.781740612792969,0.386,0.000238167787843871,,1.10680091381073,13.566712354000174
tuelu,1,7,2.6258213355594213,0.42733333333333334,2.699850330734253,0.4114,0.00021809857496093204,,1.114925742149353,13.529079045000344
tuelu,1,8,2.5231180909898545,0.4527777777777778,2.6228619327545166,0.4286,0.00019635254915624216,,1.119498372077942,13.428704512999957
tuelu,1,9,2.426449777730306,0.48044444444444445,2.5845229824066163,0.4404,0.00017346516975603468,,1.125887393951416,13.423969723000027
tuelu,1,10,2.338379615105523,0.5064222222222222,2.5656335163116455,0.4512,0.00015000000000000001,,1.129041075706482,13.531347242000265
tuelu,1,11,2.2667952157762317,0.5230444444444444,2.513662128448486,0.4648,0.0001265348302439654,,1.1298476457595825,13.39327483299985
tuelu,1,12,2.195453434223599,0.5467555555555556,2.499535830307007,0.4704,0.0001036474508437579,,1.130892038345337,13.396474091000073
tuelu,1,13,2.1306132261488173,0.569,2.4832419807434083,0.475,8.190142503906799e-05,,1.131251573562622,13.406503139000051
tuelu,1,14,2.07513468776279,0.5852444444444445,2.46437713432312,0.4824,6.183221215612905e-05,,1.1310871839523315,13.42263941200008
tuelu,1,15,2.0248098589579264,0.6025333333333334,2.4544939083099364,0.483,4.393398282201788e-05,,1.1309994459152222,13.38026457299975
tuelu,1,16,1.9819452885521782,0.6162444444444445,2.4499739963531493,0.4866,2.86474508437579e-05,,1.1311604976654053,13.434299368000211
tuelu,1,17,1.945704170481364,0.6282222222222222,2.4386831035614014,0.4914,1.6349021371744834e-05,,1.131360650062561,13.366143806999844
tuelu,1,18,1.9236756262461345,0.6358444444444444,2.434237874984741,0.4966,7.341522555726972e-06,,1.1311486959457397,13.376940674000252
tuelu,1,19,1.908096697552999,0.6437555555555555,2.435137020301819,0.4978,1.8467489107293517e-06,,1.1310943365097046,13.429832672999964
tuelu,1,20,1.9018685920715332,0.6451333333333333,2.434650647354126,0.4932,0.0,,1.1311136484146118,13.437769664999905
relu,2,1,4.123546261299981,0.08873333333333333,3.804825762939453,0.1394,0.00029815325108927063,,,8.541654937000203
relu,2,2,3.5971346162160236,0.18946666666666667,3.4335419578552244,0.2198,0.00029265847744427303,,,8.66050807900001
relu,2,3,3.3144813498179118,0.25233333333333335,3.2133526626586915,0.2682,0.0002836509786282552,,,8.424205919999622
relu,2,4,3.122221171400282,0.29673333333333335,3.0713947784423827,0.3124,0.0002713525491562421,,,8.606946373000028
relu,2,5,2.9775339139726427,0.3353555555555556,2.974542318725586,0.3368,0.0002560660171779821,,,8.529316768000172
relu,2,6,2.8462936581929523,0.3662666666666667,2.878981600189209,0.363,0.000238167787843871,,,8.281591062999723
relu,2,7,2.7386630286746554,0.39624444444444445,2.8152480110168456,0.3726,0.00021809857496093204,,,8.376948787999936
relu,2,8,2.6423214070214165,0.4222,2.7363565231323244,0.4014,0.00019635254915624216,,,8.371277233
relu,2,9,2.5526404440138073,0.44606666666666667,2.6785079334259034,0.4164,0.00017346516975603468,,,8.492840276000152
relu,2,10,2.4778415604909263,0.4672,2.633802007675171,0.4252,0.00015000000000000001,,,8.284995401000288
relu,2,11,2.39971050330268,0.4905111111111111,2.605523742675781,0.434,0.0001265348302439654,,,9.416581658000268
relu,2,12,2.3279386803944906,0.5097333333333334,2.5726975275039674,0.4486,0.0001036474508437579,,,8.600607392999791
relu,2,13,2.269200205315484,0.5289555555555555,2.5425039695739744,0.4558,8.190142503906799e-05,,,8.37578234900002
relu,2,14,2.213382731458876,0.5428222222222222,2.5268820619583128,0.4576,6.183221215612905e-05,,,8.329984859999968
relu,2,15,2.168266466946072,0.5560666666666667,2.5161159603118897,0.4632,4.393398282201788e-05,,,8.436098595999738
relu,2,16,2.1327072355906167,0.5672666666666667,2.508259093284607,0.4724,2.86474508437579e-05,,,8.3070402379999
relu,2,17,2.098341372511122,0.5776666666666667,2.497319592285156,0.4746,1.6349021371744834e-05,,,8.678295292999792
relu,2,18,2.0764922031614517,0.5879333333333333,2.4931821563720704,0.4752,7.341522555726972e-06,,,9.472254790000079
relu,2,19,2.0586739448547364,0.5922444444444445,2.489652981185913,0.4776,1.8467489107293517e-06,,,8.467505937000169
relu,2,20,2.0571754767100017,0.5934222222222222,2.4879199823379516,0.4784,0.0,,,8.750604352999744
silu,2,1,4.082711388905843,0.09606666666666666,3.784643474960327,0.1494,0.00029815325108927063,,,8.446539711999776
silu,2,2,3.591025301530626,0.19257777777777776,3.4329222747802732,0.2268,0.00029265847744427303,,,9.01778870599992
silu,2,3,3.3240992967393663,0.2521333333333333,3.2368616775512695,0.2666,0.0002836509786282552,,,8.43493497999998
silu,2,4,3.141966857783,0.2925111111111111,3.093096549987793,0.3118,0.0002713525491562421,,,8.632516586999827
silu,2,5,2.9999364226023357,0.3282,3.0316740196228027,0.3234,0.0002560660171779821,,,9.32074420500021
silu,2,6,2.873672870678372,0.36206666666666665,2.885742110443115,0.3614,0.000238167787843871,,,8.770203004999985
silu,2,7,2.7673746526506213,0.38895555555555555,2.8149011688232424,0.383,0.00021809857496093204,,,8.59714046199997
silu,2,8,2.662990706507365,0.41673333333333334,2.7346179168701172,0.4066,0.00019635254915624216,,,8.609076719999848
silu,2,9,2.5740835820092096,0.44035555555555556,2.6760126583099364,0.42,0.00017346516975603468,,,8.728028630000153
silu,2,10,2.4921378656175404,0.46275555555555553,2.6270312061309813,0.4344,0.00015000000000000001,,,8.83355758200014
silu,2,11,2.4155856620788576,0.48677777777777775,2.6048779933929445,0.4508,0.0001265348302439654,,,8.601975645000039
silu,2,12,2.347400699403551,0.5053111111111112,2.567161099624634,0.4542,0.0001036474508437579,,,8.655176476000179
silu,2,13,2.289592087512546,0.5219555555555555,2.5285430236816406,0.466,8.190142503906799e-05,,,8.733691532999728
silu,2,14,2.2331688435872397,0.5386888888888889,2.514047695541382,0.4692,6.183221215612905e-05,,,8.586033389000022
silu,2,15,2.190786913257175,0.5509555555555555,2.4951895866394045,0.4806,4.393398282201788e-05,,,8.467259334000119
silu,2,16,2.1504206601460774,0.5630666666666667,2.4883760261535643,0.4812,2.86474508437579e-05,,,8.459484298999996
silu,2,17,2.123222820239597,0.5735555555555556,2.4696439235687255,0.4892,1.6349021371744834e-05,,,8.610569450000185
silu,2,18,2.0964452902264066,0.5802888888888889,2.4661009557724,0.4856,7.341522555726972e-06,,,8.577451472999655
silu,2,19,2.085973767259386,0.5848888888888889,2.4642235628128053,0.4878,1.8467489107293517e-06,,,9.538622900000064
silu,2,20,2.0832537709554035,0.5849777777777778,2.4625400409698486,0.4878,0.0,,,9.536139697999715
gelu,2,1,4.05561737429301,0.10115555555555555,3.7360645408630373,0.1528,0.00029815325108927063,,,8.794962214999941
gelu,2,2,3.521163606770833,0.2066888888888889,3.358872569274902,0.236,0.00029265847744427303,,,8.698437269999886
gelu,2,3,3.247614355214437,0.2694,3.1600576263427733,0.2868,0.0002836509786282552,,,8.904789209999763
gelu,2,4,3.05793072297838,0.3119777777777778,3.0107927505493164,0.3258,0.0002713525491562421,,,8.53577833700001
gelu,2,5,2.9098004412757024,0.3491111111111111,2.947826036453247,0.345,0.0002560660171779821,,,8.911399766999693
gelu,2,6,2.779537457487318,0.3867777777777778,2.808650270843506,0.382,0.000238167787843871,,,8.812645570000313
gelu,2,7,2.6704311002519394,0.41304444444444444,2.7389350219726563,0.4,0.00021809857496093204,,,8.508549845999823
gelu,2,8,2.5626066485934786,0.4416,2.6867940099716185,0.4182,0.00019635254915624216,,,8.961549218000073
gelu,2,9,2.4727178441789417,0.4674888888888889,2.622261651992798,0.4366,0.00017346516975603468,,,8.463197084000058
gelu,2,10,2.3882111668904624,0.4912222222222222,2.57832963848114,0.4486,0.00015000000000000001,,,8.533949122000195
gelu,2,11,2.311255513763428,0.5126888888888889,2.567354934692383,0.452,0.0001265348302439654,,,8.668264634000025
gelu,2,12,2.237511575190226,0.5361111111111111,2.519038748168945,0.4708,0.0001036474508437579,,,8.675981700999728
gelu,2,13,2.174964269892375,0.5545555555555556,2.4921822147369386,0.4764,8.190142503906799e-05,,,8.493173151000065
gelu,2,14,2.1161219456566704,0.5736666666666667,2.480680083656311,0.4754,6.183221215612905e-05,,,8.66687634300024
gelu,2,15,2.0690017517937553,0.5870444444444445,2.4690066175460816,0.4838,4.393398282201788e-05,,,9.62900313900036
gelu,2,16,2.03155119972229,0.6019777777777777,2.458648331451416,0.4878,2.86474508437579e-05,,,8.43348473900005
gelu,2,17,1.9966236467149523,0.6124666666666667,2.4461809129714966,0.4942,1.6349021371744834e-05,,,8.80466393200004
gelu,2,18,1.9690412838406033,0.6204666666666667,2.445261226272583,0.4926,7.341522555726972e-06,,,8.982937915999628
gelu,2,19,1.957933561176724,0.6258222222222222,2.4428554595947265,0.4942,1.8467489107293517e-06,,,9.417502245999913
gelu,2,20,1.9540601291444566,0.6265333333333334,2.4408615856170655,0.494,0.0,,,9.011038621999887
dgelu,2,1,4.109972211456299,0.09086666666666667,3.8326900058746336,0.1396,0.00029815325108927063,1.0,,19.599443075999716
dgelu,2,2,3.6500862513224286,0.18157777777777778,3.499299667739868,0.2114,0.00029265847744427303,0.9473684210526316,,19.63676400600025
dgelu,2,3,3.3859270277659097,0.2408,3.2976286903381347,0.2548,0.0002836509786282552,0.8947368421052632,,19.629958904999967
dgelu,2,4,3.2057416313595244,0.2780222222222222,3.150236155319214,0.2952,0.0002713525491562421,0.8421052631578947,,19.4361181940003
dgelu,2,5,3.065031597900391,0.3146888888888889,3.085656275177002,0.3102,0.0002560660171779821,0.7894736842105263,,19.448976368999865
dgelu,2,6,2.93639081103007,0.34613333333333335,2.9382049213409425,0.3474,0.000238167787843871,0.736842105263158,,19.58209307900006
dgelu,2,7,2.824368696170383,0.3748444444444444,2.855801971054077,0.365,0.00021809857496093204,0.6842105263157895,,19.400178636999954
dgelu,2,8,2.7152393405914306,0.40326666666666666,2.761116603851318,0.395,0.00019635254915624216,0.631578947368421,,19.62015923800027
dgelu,2,9,2.622444964641995,0.4267111111111111,2.7074363861083985,0.4112,0.00017346516975603468,0.5789473684210527,,19.496654772000056
dgelu,2,10,2.5355419143252904,0.45211111111111113,2.6590381826400757,0.43,0.00015000000000000001,0.5263157894736843,,19.326230527999996
dgelu,2,11,2.457779374610053,0.4756888888888889,2.6227399280548096,0.4394,0.0001265348302439654,0.4736842105263158,,19.62051453899994
dgelu,2,12,2.3850155799018014,0.49615555555555557,2.5776331867218016,0.4494,0.0001036474508437579,0.42105263157894735,,19.516647968000143
dgelu,2,13,2.3225218767378064,0.5126666666666667,2.548164938354492,0.4612,8.190142503906799e-05,0.368421052631579,,19.560263587999998
dgelu,2,14,2.2653618681165906,0.5288888888888889,2.5263747142791746,0.465,6.183221215612905e-05,0.3157894736842105,,19.37980253700016
dgelu,2,15,2.218370733388265,0.5435777777777778,2.5074844760894774,0.4734,4.393398282201788e-05,0.26315789473684215,,19.615301489000103
dgelu,2,16,2.178849492984348,0.5547111111111112,2.4970872819900514,0.483,2.86474508437579e-05,0.21052631578947367,,19.575192018999587
dgelu,2,17,2.1502156462351483,0.5637333333333333,2.4820897411346436,0.4856,1.6349021371744834e-05,0.1578947368421053,,19.371428885000114
dgelu,2,18,2.1253148810068767,0.572,2.4831214185714723,0.4802,7.341522555726972e-06,0.10526315789473684,,19.583581349999804
dgelu,2,19,2.1148072615305584,0.5756,2.4795758544921873,0.4854,1.8467489107293517e-06,0.052631578947368474,,19.512328577000062
dgelu,2,20,2.114359354909261,0.5755111111111111,2.482441255187988,0.4866,0.0,0.0,,19.406030717999784
uelu,2,1,4.050260326512655,0.10226666666666667,3.7212670051574706,0.1602,0.00029815325108927063,,,11.511645379000129
uelu,2,2,3.4961663891262478,0.21224444444444446,3.3285287673950195,0.24,0.00029265847744427303,,,11.263180694000312
uelu,2,3,3.218003060192532,0.27464444444444447,3.1275545455932616,0.2962,0.0002836509786282552,,,11.461091304000092
uelu,2,4,3.0245461368984645,0.3201111111111111,2.980240040588379,0.3298,0.0002713525491562421,,,11.2839026810002
uelu,2,5,2.873753768073188,0.3577111111111111,2.8963091945648194,0.3552,0.0002560660171779821,,,11.442870558999857
uelu,2,6,2.7388543663872613,0.39613333333333334,2.791828244781494,0.385,0.000238167787843871,,,11.353669514999638
uelu,2,7,2.6287314027150472,0.42435555555555554,2.7150745037078856,0.4008,0.00021809857496093204,,,11.2905391219997
uelu,2,8,2.5232988699171277,0.4528,2.659656477355957,0.4188,0.00019635254915624216,,,11.37542572600023
uelu,2,9,2.4332866503397623,0.4792666666666667,2.596259167098999,0.4416,0.00017346516975603468,,,11.346125348999976
